accession	organism	taxid	group	supergroup	stratum	length	gc	n_cds	n_trna	n_rrna	transl_table	n_markers	markers
NC_014262.1	Paramecium caudatum	5885	Alveolata	SAR	SAR	43660	0.2238	42	3	4	4	20	atp9,cob,cox1,cox2,nad1,nad2,nad3,nad4,nad4L,nad5,nad6,nad7,nad9,rpl14,rpl16,rpl2,rpl6,rps12,rps19,rps3
NC_058286.1	Paramecium gigas	2709424	Alveolata	SAR	SAR	25726	0.232	17	10	2	4	9	atp9,cob,cox1,cox2,nad1,nad4,nad5,nad7,rpl14
NC_040179.1	Bremia lactucae	4779	Stramenopiles	SAR	SAR	39302	0.2478	42	26	2	1	29	atp1,atp6,atp8,atp9,cob,cox1,cox2,cox3,nad1,nad11,nad2,nad3,nad4,nad4L,nad5,nad6,nad7,nad9,rpl14,rpl16,rpl2,rpl5,rpl6,rps11,rps12,rps19,rps3,rps7,secY
NC_063789.1	Hyaloperonospora arabidopsidis	272952	Stramenopiles	SAR	SAR	38797	0.218	39	25	2	1	29	atp1,atp6,atp8,atp9,cob,cox1,cox2,cox3,nad1,nad11,nad2,nad3,nad4,nad4L,nad5,nad6,nad7,nad9,rpl14,rpl16,rpl2,rpl5,rpl6,rps11,rps12,rps19,rps3,rps7,secY
NC_070108.1	Peronosclerospora sorghi	230839	Stramenopiles	SAR	SAR	38497	0.2139	41	25	2	1	29	atp1,atp6,atp8,atp9,cob,cox1,cox2,cox3,nad1,nad11,nad2,nad3,nad4,nad4L,nad5,nad6,nad7,nad9,rpl14,rpl16,rpl2,rpl5,rpl6,rps11,rps12,rps19,rps3,rps7,secY
NC_063790.1	Peronospora belbahrii	622444	Stramenopiles	SAR	SAR	40063	0.2134	39	25	2	1	29	atp1,atp6,atp8,atp9,cob,cox1,cox2,cox3,nad1,nad11,nad2,nad3,nad4,nad4L,nad5,nad6,nad7,nad9,rpl14,rpl16,rpl2,rpl5,rpl6,rps11,rps12,rps19,rps3,rps7,secY
NC_028331.1	Peronospora tabacina	230439	Stramenopiles	SAR	SAR	43225	0.2238	47	25	2	1	29	atp1,atp6,atp8,atp9,cob,cox1,cox2,cox3,nad1,nad11,nad2,nad3,nad4,nad4L,nad5,nad6,nad7,nad9,rpl14,rpl16,rpl2,rpl5,rpl6,rps11,rps12,rps19,rps3,rps7,secY
NC_056123.1	Phytophthora captiosa	360400	Stramenopiles	SAR	SAR	44662	0.2174	39	34	2	1	29	atp1,atp6,atp8,atp9,cob,cox1,cox2,cox3,nad1,nad11,nad2,nad3,nad4,nad4L,nad5,nad6,nad7,nad9,rpl14,rpl16,rpl2,rpl5,rpl6,rps11,rps12,rps19,rps3,rps7,secY
NC_056124.1	Phytophthora fallax	360399	Stramenopiles	SAR	SAR	43681	0.2216	39	29	2	1	29	atp1,atp6,atp8,atp9,cob,cox1,cox2,cox3,nad1,nad11,nad2,nad3,nad4,nad4L,nad5,nad6,nad7,nad9,rpl14,rpl16,rpl2,rpl5,rpl6,rps11,rps12,rps19,rps3,rps7,secY
NC_063797.1	Phytophthora fragariae	53985	Stramenopiles	SAR	SAR	44706	0.2255	39	25	2	1	29	atp1,atp6,atp8,atp9,cob,cox1,cox2,cox3,nad1,nad11,nad2,nad3,nad4,nad4L,nad5,nad6,nad7,nad9,rpl14,rpl16,rpl2,rpl5,rpl6,rps11,rps12,rps19,rps3,rps7,secY
NC_067074.1	Phytophthora gonapodyides	78237	Stramenopiles	SAR	SAR	44132	0.2374	39	26	2	1	29	atp1,atp6,atp8,atp9,cob,cox1,cox2,cox3,nad1,nad11,nad2,nad3,nad4,nad4L,nad5,nad6,nad7,nad9,rpl14,rpl16,rpl2,rpl5,rpl6,rps11,rps12,rps19,rps3,rps7,secY
NC_063801.1	Phytophthora pinifolia	538568	Stramenopiles	SAR	SAR	43061	0.2401	43	27	2	1	29	atp1,atp6,atp8,atp9,cob,cox1,cox2,cox3,nad1,nad11,nad2,nad3,nad4,nad4L,nad5,nad6,nad7,nad9,rpl14,rpl16,rpl2,rpl5,rpl6,rps11,rps12,rps19,rps3,rps7,secY
NC_063807.1	Phytophthora rubi	129364	Stramenopiles	SAR	SAR	45523	0.226	40	25	2	1	29	atp1,atp6,atp8,atp9,cob,cox1,cox2,cox3,nad1,nad11,nad2,nad3,nad4,nad4L,nad5,nad6,nad7,nad9,rpl14,rpl16,rpl2,rpl5,rpl6,rps11,rps12,rps19,rps3,rps7,secY
NC_063813.1	Phytophthora x alni	299392	Stramenopiles	SAR	SAR	45343	0.2234	40	25	2	1	29	atp1,atp6,atp8,atp9,cob,cox1,cox2,cox3,nad1,nad11,nad2,nad3,nad4,nad4L,nad5,nad6,nad7,nad9,rpl14,rpl16,rpl2,rpl5,rpl6,rps11,rps12,rps19,rps3,rps7,secY
NC_063814.1	Phytophthora x cambivora	53983	Stramenopiles	SAR	SAR	51184	0.2247	39	25	2	1	29	atp1,atp6,atp8,atp9,cob,cox1,cox2,cox3,nad1,nad11,nad2,nad3,nad4,nad4L,nad5,nad6,nad7,nad9,rpl14,rpl16,rpl2,rpl5,rpl6,rps11,rps12,rps19,rps3,rps7,secY
NC_063805.1	Plasmopara halstedii	4781	Stramenopiles	SAR	SAR	38944	0.2231	39	27	2	1	29	atp1,atp6,atp8,atp9,cob,cox1,cox2,cox3,nad1,nad11,nad2,nad3,nad4,nad4L,nad5,nad6,nad7,nad9,rpl14,rpl16,rpl2,rpl5,rpl6,rps11,rps12,rps19,rps3,rps7,secY
NC_045922.1	Plasmopara viticola	143451	Stramenopiles	SAR	SAR	42644	0.2371	44	27	2	1	29	atp1,atp6,atp8,atp9,cob,cox1,cox2,cox3,nad1,nad11,nad2,nad3,nad4,nad4L,nad5,nad6,nad7,nad9,rpl14,rpl16,rpl2,rpl5,rpl6,rps11,rps12,rps19,rps3,rps7,secY
NC_027859.1	Pseudoperonospora cubensis	143453	Stramenopiles	SAR	SAR	38553	0.2239	39	25	2	4	28	atp1,atp6,atp8,atp9,cob,cox1,cox2,cox3,nad1,nad11,nad2,nad3,nad4,nad4L,nad5,nad6,nad7,nad9,rpl14,rpl16,rpl2,rpl5,rpl6,rps11,rps12,rps3,rps7,secY
NC_042478.1	Pseudoperonospora humuli	162120	Stramenopiles	SAR	SAR	39087	0.2223	40	25	2	1	29	atp1,atp6,atp8,atp9,cob,cox1,cox2,cox3,nad1,nad11,nad2,nad3,nad4,nad4L,nad5,nad6,nad7,nad9,rpl14,rpl16,rpl2,rpl5,rpl6,rps11,rps12,rps19,rps3,rps7,secY
NC_080886.1	Paralagenidium karlingii	1440115	Stramenopiles	SAR	SAR	46638	0.2533	31	0	0	1	20	atp1,cob,cox1,cox2,cox3,nad1,nad11,nad2,nad4,nad5,nad6,nad7,nad9,rpl16,rpl2,rpl5,rpl6,rps11,rps3,rps7
NC_085336.1	Scytothamnus australis	66621	Stramenopiles	SAR	SAR	37778	0.4015	35	23	3	1	27	atp6,atp8,atp9,cob,cox1,cox2,cox3,nad1,nad11,nad2,nad3,nad4,nad4L,nad5,nad6,nad7,nad9,rpl14,rpl16,rpl2,rpl5,rpl6,rps11,rps12,rps19,rps3,rps7
NC_039174.1	Uronema marinum	35107	Alveolata	SAR	SAR	39845	0.19	39	6	2	4	20	atp9,cob,cox1,cox2,nad1,nad2,nad3,nad4,nad4L,nad5,nad6,nad7,nad9,rpl14,rpl16,rpl2,rpl6,rps12,rps19,rps3
NC_037989.1	Psammoneis japonica	517775	Stramenopiles	SAR	SAR	73622	0.3081	46	27	2	1	27	atp6,atp8,atp9,cob,cox1,cox2,cox3,nad1,nad11,nad2,nad3,nad4,nad4L,nad5,nad6,nad7,nad9,rpl14,rpl16,rpl2,rpl5,rpl6,rps11,rps12,rps19,rps3,rps7
NC_034004.1	Spongospora subterranea	70186	Rhizaria	SAR	SAR	37699	0.268	30	24	2	4	22	atp1,atp6,atp9,cob,cox1,cox2,cox3,nad1,nad2,nad3,nad4,nad4L,nad5,nad6,nad7,nad9,rpl14,rpl16,rpl6,rps11,rps19,rps3
NC_014280.1	Globisporangium ultimum	2052682	Stramenopiles	SAR	SAR	59689	0.2171	67	42	4	1	28	atp1,atp6,atp8,atp9,cob,cox1,cox2,cox3,nad1,nad11,nad2,nad3,nad4,nad4L,nad5,nad6,nad7,nad9,rpl14,rpl16,rpl2,rpl5,rpl6,rps11,rps12,rps19,rps3,rps7
NC_063815.1	Phytopythium vexans	907947	Stramenopiles	SAR	SAR	61242	0.2118	65	42	4	1	29	atp1,atp6,atp8,atp9,cob,cox1,cox2,cox3,nad1,nad11,nad2,nad3,nad4,nad4L,nad5,nad6,nad7,nad9,rpl14,rpl16,rpl2,rpl5,rpl6,rps11,rps12,rps19,rps3,rps7,secY
NC_027966.1	Pythium insidiosum	114742	Stramenopiles	SAR	SAR	54989	0.2259	59	40	4	1	28	atp1,atp6,atp8,atp9,cob,cox1,cox2,cox3,nad1,nad11,nad2,nad3,nad4,nad4L,nad5,nad6,nad7,nad9,rpl14,rpl16,rpl2,rpl5,rpl6,rps11,rps12,rps19,rps3,rps7
NC_059919.1	Sundstroemia setigera	3005	Stramenopiles	SAR	SAR	34792	0.2328	36	23	2	4	27	atp6,atp8,atp9,cob,cox1,cox2,cox3,nad1,nad11,nad2,nad3,nad4,nad4L,nad5,nad6,nad7,nad9,rpl14,rpl16,rpl2,rpl5,rpl6,rps11,rps12,rps19,rps3,rps7
NC_072675.1	Calcarina hispida	203399	Rhizaria	SAR	SAR	46016	0.2352	14	0	0	4	14	atp1,atp6,atp9,cob,cox1,cox2,cox3,nad1,nad2,nad3,nad4,nad4L,nad5,nad7
NC_072674.1	Neorotalia gaimardi	2855197	Rhizaria	SAR	SAR	50389	0.227	14	0	0	4	14	atp1,atp6,atp9,cob,cox1,cox2,cox3,nad1,nad2,nad3,nad4,nad4L,nad5,nad7
NC_022178.1	Achlya hypogyna	1202772	Stramenopiles	SAR	SAR	46840	0.2238	43	29	4	1	28	atp1,atp6,atp8,atp9,cob,cox1,cox2,cox3,nad1,nad11,nad2,nad3,nad4,nad4L,nad5,nad6,nad7,nad9,rpl14,rpl16,rpl2,rpl5,rpl6,rps11,rps12,rps19,rps3,rps7
NC_022179.1	Thraustotheca clavata	74557	Stramenopiles	SAR	SAR	47382	0.2345	41	30	4	1	26	atp1,atp6,atp8,atp9,cob,cox1,cox2,cox3,nad1,nad11,nad2,nad3,nad4,nad4L,nad5,nad6,nad7,nad9,rpl14,rpl16,rpl2,rpl6,rps11,rps12,rps19,rps3
NC_005984.1	Saprolegnia ferax	4770	Stramenopiles	SAR	SAR	46930	0.2305	43	30	4	1	28	atp1,atp6,atp8,atp9,cob,cox1,cox2,cox3,nad1,nad11,nad2,nad3,nad4,nad4L,nad5,nad6,nad7,nad9,rpl14,rpl16,rpl2,rpl5,rpl6,rps11,rps12,rps19,rps3,rps7
NC_032051.1	Aphanomyces astaci	112090	Stramenopiles	SAR	SAR	49489	0.2256	46	34	4	1	29	atp1,atp6,atp8,atp9,cob,cox1,cox2,cox3,nad1,nad11,nad2,nad3,nad4,nad4L,nad5,nad6,nad7,nad9,rpl14,rpl16,rpl2,rpl5,rpl6,rps11,rps12,rps19,rps3,rps7,secY
NC_032052.1	Aphanomyces invadans	157072	Stramenopiles	SAR	SAR	49061	0.2182	46	33	4	1	29	atp1,atp6,atp8,atp9,cob,cox1,cox2,cox3,nad1,nad11,nad2,nad3,nad4,nad4L,nad5,nad6,nad7,nad9,rpl14,rpl16,rpl2,rpl5,rpl6,rps11,rps12,rps19,rps3,rps7,secY
NC_057169.1	Aureoumbra lagunensis	44058	Stramenopiles	SAR	SAR	55968	0.2927	38	22	3	1	25	atp6,atp8,atp9,cob,cox1,cox2,cox3,nad1,nad11,nad2,nad3,nad4,nad4L,nad5,nad6,nad7,nad9,rpl14,rpl16,rpl2,rpl6,rps11,rps12,rps3,rps7
NC_053869.1	Schizocladia ischiensis	196139	Stramenopiles	SAR	SAR	41628	0.4104	33	26	3	1	26	atp6,atp8,atp9,cob,cox1,cox2,cox3,nad1,nad11,nad2,nad3,nad4,nad4L,nad5,nad6,nad7,nad9,rpl14,rpl16,rpl2,rpl5,rpl6,rps12,rps19,rps3,rps7
NC_057079.1	Thuricola similis	2784598	Alveolata	SAR	SAR	38802	0.2266	43	4	2	4	16	atp9,cob,cox1,cox2,nad3,nad4,nad5,nad7,nad9,rpl14,rpl16,rpl2,rpl6,rps12,rps19,rps3
NC_085326.1	Choristocarpus tenellus	116065	Stramenopiles	SAR	SAR	32351	0.3064	35	22	3	1	27	atp6,atp8,atp9,cob,cox1,cox2,cox3,nad1,nad11,nad2,nad3,nad4,nad4L,nad5,nad6,nad7,nad9,rpl14,rpl16,rpl2,rpl5,rpl6,rps11,rps12,rps19,rps3,rps7
NC_054370.1	Halteria grandinella	5974	Alveolata	SAR	SAR	50085	0.198	42	8	2	4	18	atp9,cob,cox1,cox2,nad3,nad4,nad4L,nad5,nad6,nad7,nad9,rpl14,rpl16,rpl2,rpl6,rps12,rps19,rps7
NC_085337.1	Sporochnus bolleanus	461143	Stramenopiles	SAR	SAR	36940	0.384	35	25	3	1	27	atp6,atp8,atp9,cob,cox1,cox2,cox3,nad1,nad11,nad2,nad3,nad4,nad4L,nad5,nad6,nad7,nad9,rpl14,rpl16,rpl2,rpl5,rpl6,rps11,rps12,rps19,rps3,rps7
NC_002174.1	Synura synuroidea	47573	Stramenopiles	SAR	SAR	34119	0.2413	37	23	2	1	25	atp6,atp8,atp9,cob,cox1,cox2,cox3,nad1,nad11,nad2,nad3,nad4,nad4L,nad5,nad6,nad7,nad9,rpl14,rpl16,rpl2,rpl6,rps12,rps19,rps3,rps7
NC_032029.1	Asterionella formosa	210441	Stramenopiles	SAR	SAR	61877	0.2662	35	25	2	1	27	atp6,atp8,atp9,cob,cox1,cox2,cox3,nad1,nad11,nad2,nad3,nad4,nad4L,nad5,nad6,nad7,nad9,rpl14,rpl16,rpl2,rpl5,rpl6,rps11,rps12,rps19,rps3,rps7
NC_008337.1	Tetrahymena malaccensis	5901	Alveolata	SAR	SAR	47691	0.199	45	8	6	4	17	atp9,cob,cox1,cox2,nad1,nad2,nad3,nad4,nad5,nad7,nad9,rpl14,rpl16,rpl2,rps12,rps19,rps3
NC_008338.1	Tetrahymena paravorax	5905	Alveolata	SAR	SAR	47496	0.1849	44	8	6	4	17	atp9,cob,cox1,cox2,nad1,nad2,nad3,nad4,nad5,nad7,nad9,rpl14,rpl16,rpl2,rps12,rps19,rps3
NC_008339.1	Tetrahymena pigmentosa	5907	Alveolata	SAR	SAR	46990	0.1854	44	8	6	4	17	atp9,cob,cox1,cox2,nad1,nad2,nad3,nad4,nad5,nad7,nad9,rpl14,rpl16,rpl2,rps12,rps19,rps3
NC_000862.1	Tetrahymena pyriformis	5908	Alveolata	SAR	SAR	47296	0.2132	44	8	6	4	20	atp9,cob,cox1,cox2,nad1,nad2,nad3,nad4,nad4L,nad5,nad6,nad7,nad9,rpl14,rpl16,rpl2,rpl6,rps12,rps19,rps3
NC_064340.1	Tetrahymena rostrata	5909	Alveolata	SAR	SAR	47310	0.2171	45	8	6	4	19	atp9,cob,cox1,cox2,nad1,nad2,nad3,nad4,nad4L,nad5,nad6,nad7,nad9,rpl14,rpl16,rpl2,rps12,rps19,rps3
NC_072596.1	Bakuella subtropica	1295181	Alveolata	SAR	SAR	52184	0.3188	39	13	2	4	13	cob,cox1,cox2,nad4,nad5,nad6,nad7,nad9,rpl14,rpl2,rpl6,rps12,rps7
NC_068856.1	Andreaea regularis	2994948	Streptophyta	Archaeplastida	Viridiplantae	118833	0.4191	40	24	3	1	28	atp1,atp6,atp8,atp9,cob,cox1,cox2,cox3,nad1,nad2,nad3,nad4,nad4L,nad5,nad6,nad7,nad9,rpl16,rpl2,rpl5,rpl6,rps11,rps12,rps19,rps3,rps7,sdh3,sdh4
NC_046759.1	Andreaea wangiana	2714766	Streptophyta	Archaeplastida	Viridiplantae	117857	0.4195	40	24	3	1	28	atp1,atp6,atp8,atp9,cob,cox1,cox2,cox3,nad1,nad2,nad3,nad4,nad4L,nad5,nad6,nad7,nad9,rpl16,rpl2,rpl5,rpl6,rps11,rps12,rps19,rps3,rps7,sdh3,sdh4
NC_049004.1	Anthoceros agrestis	41834	Streptophyta	Archaeplastida	Viridiplantae	228021	0.4545	42	20	3	1	16	atp1,atp6,atp9,cob,cox1,cox2,cox3,nad1,nad2,nad3,nad4,nad4L,nad5,nad6,nad9,sdh4
NC_037476.1	Anthoceros angustus	48387	Streptophyta	Archaeplastida	Viridiplantae	242410	0.4577	49	20	3	1	16	atp1,atp6,atp9,cob,cox1,cox2,cox3,nad1,nad2,nad3,nad4,nad4L,nad5,nad6,nad9,sdh4
NC_049003.1	Anthoceros punctatus	3234	Streptophyta	Archaeplastida	Viridiplantae	228048	0.4545	42	20	3	1	16	atp1,atp6,atp9,cob,cox1,cox2,cox3,nad1,nad2,nad3,nad4,nad4L,nad5,nad6,nad9,sdh4
NC_048526.1	Codium fragile	3133	Chlorophyta	Archaeplastida	Viridiplantae	45971	0.3209	31	22	2	1	24	atp6,atp9,cob,cox1,cox2,cox3,nad1,nad2,nad3,nad4,nad4L,nad5,nad6,nad7,nad9,rpl14,rpl16,rpl2,rpl5,rpl6,rps12,rps19,rps3,secY
NC_024518.1	Buxbaumia aphylla	70128	Streptophyta	Archaeplastida	Viridiplantae	100725	0.4008	39	24	3	1	27	atp1,atp6,atp8,atp9,cob,cox1,cox2,cox3,nad1,nad2,nad3,nad4,nad4L,nad5,nad6,nad9,rpl16,rpl2,rpl5,rpl6,rps11,rps12,rps19,rps3,rps7,sdh3,sdh4
NC_043889.1	Haplomitrium hookeri	37406	Streptophyta	Archaeplastida	Viridiplantae	174448	0.4763	43	27	3	1	28	atp1,atp6,atp8,atp9,cob,cox1,cox2,cox3,nad1,nad2,nad3,nad4,nad4L,nad5,nad6,nad7,nad9,rpl16,rpl2,rpl5,rpl6,rps11,rps12,rps19,rps3,rps7,sdh3,sdh4
NC_066824.1	Gormaniella terricola	2904618	Chlorophyta	Archaeplastida	Viridiplantae	66927	0.3884	21	22	5	1	11	atp9,cob,cox1,cox3,nad1,nad2,nad3,nad4,nad4L,nad5,nad6
NC_005255.1	Chara vulgaris	55564	Streptophyta	Archaeplastida	Viridiplantae	67737	0.409	46	27	3	1	29	atp1,atp6,atp8,atp9,cob,cox1,cox2,cox3,nad1,nad2,nad3,nad4,nad4L,nad5,nad6,nad7,nad9,rpl14,rpl16,rpl2,rpl5,rpl6,rps11,rps12,rps19,rps3,rps7,sdh3,sdh4
NC_017598.1	Nitella hyalina	181804	Streptophyta	Archaeplastida	Viridiplantae	80193	0.4083	48	27	3	1	29	atp1,atp6,atp8,atp9,cob,cox1,cox2,cox3,nad1,nad2,nad3,nad4,nad4L,nad5,nad6,nad7,nad9,rpl14,rpl16,rpl2,rpl5,rpl6,rps11,rps12,rps19,rps3,rps7,sdh3,sdh4
NC_044670.1	Haematococcus lacustris	44745	Chlorophyta	Archaeplastida	Viridiplantae	124604	0.5134	7	2	9	1	7	cob,cox1,nad1,nad2,nad4,nad5,nad6
NC_026009.1	Auxenochlorella protothecoides	3075	Chlorophyta	Archaeplastida	Viridiplantae	57274	0.2872	39	26	3	1	25	atp1,atp6,atp8,atp9,cob,cox1,cox2,cox3,nad1,nad2,nad3,nad4,nad4L,nad5,nad6,nad7,nad9,rpl16,rpl5,rpl6,rps11,rps12,rps19,rps3,rps7
NC_017841.1	Helicosporidium sp. ex Simulium jonesi	145475	Chlorophyta	Archaeplastida	Viridiplantae	49343	0.2559	37	25	3	1	25	atp1,atp6,atp8,atp9,cob,cox1,cox2,cox3,nad1,nad2,nad3,nad4,nad4L,nad5,nad6,nad7,nad9,rpl16,rpl5,rpl6,rps11,rps12,rps19,rps3,rps7
NC_045363.1	Scherffelia dubia	3190	Chlorophyta	Archaeplastida	Viridiplantae	78958	0.3599	34	29	6	1	24	atp1,atp6,atp8,atp9,cob,cox1,cox2,cox3,nad1,nad2,nad3,nad4,nad4L,nad5,nad6,nad7,nad9,rpl16,rpl5,rpl6,rps11,rps12,rps19,rps3
NC_066039.1	Tetraselmis marina	41888	Chlorophyta	Archaeplastida	Viridiplantae	51196	0.3326	34	24	3	1	25	atp1,atp6,atp8,atp9,cob,cox1,cox2,cox3,nad1,nad2,nad3,nad4,nad4L,nad5,nad6,nad7,nad9,rpl16,rpl5,rpl6,rps11,rps12,rps19,rps3,rps7
NC_009630.1	Chlorokybus atmophyticus	3144	Streptophyta	Archaeplastida	Viridiplantae	201763	0.398	58	28	3	1	29	atp1,atp6,atp8,atp9,cob,cox1,cox2,cox3,nad1,nad2,nad3,nad4,nad4L,nad5,nad6,nad7,nad9,rpl14,rpl16,rpl2,rpl5,rpl6,rps11,rps12,rps19,rps3,rps7,sdh3,sdh4
NC_022862.1	Microspora stagnorum	163317	Chlorophyta	Archaeplastida	Viridiplantae	87405	0.4089	47	28	3	1	26	atp1,atp6,atp8,atp9,cob,cox1,cox2,cox3,nad1,nad2,nad3,nad4,nad4L,nad5,nad6,nad7,nad9,rpl14,rpl16,rpl5,rps11,rps12,rps3,rps7,sdh3,sdh4
NC_018568.1	Trebouxiophyceae sp. MX-AZ01	1208065	Chlorophyta	Archaeplastida	Viridiplantae	74423	0.5337	41	23	3	1	23	atp1,atp6,atp8,atp9,cob,cox1,cox2,cox3,nad1,nad2,nad3,nad4,nad4L,nad5,nad6,nad7,nad9,rpl16,rpl5,rps12,rps19,rps3,rps7
NC_042601.1	Chloroparvula japonica	1411623	Chlorophyta	Archaeplastida	Viridiplantae	40432	0.3985	36	24	2	1	26	atp1,atp6,atp8,atp9,cob,cox1,cox2,cox3,nad1,nad2,nad3,nad4,nad4L,nad5,nad6,nad7,nad9,rpl14,rpl16,rpl5,rpl6,rps11,rps12,rps19,rps3,rps7
NC_042603.1	Chloroparvula pacifica	1883388	Chlorophyta	Archaeplastida	Viridiplantae	49744	0.3577	38	25	2	1	26	atp1,atp6,atp8,atp9,cob,cox1,cox2,cox3,nad1,nad2,nad3,nad4,nad4L,nad5,nad6,nad7,nad9,rpl14,rpl16,rpl5,rpl6,rps11,rps12,rps19,rps3,rps7
NC_042492.1	Chloropicon laureae	464258	Chlorophyta	Archaeplastida	Viridiplantae	37769	0.3725	35	25	2	1	25	atp1,atp6,atp8,atp9,cob,cox1,cox2,cox3,nad1,nad2,nad3,nad4,nad4L,nad5,nad6,nad7,nad9,rpl14,rpl16,rpl5,rps11,rps12,rps19,rps3,rps7
NC_042600.1	Chloropicon mariensis	1606511	Chlorophyta	Archaeplastida	Viridiplantae	35545	0.3679	34	25	2	1	25	atp1,atp6,atp8,atp9,cob,cox1,cox2,cox3,nad1,nad2,nad3,nad4,nad4L,nad5,nad6,nad7,nad9,rpl14,rpl16,rpl5,rps11,rps12,rps19,rps3,rps7
NC_042602.1	Chloropicon maureeniae	1461542	Chlorophyta	Archaeplastida	Viridiplantae	36041	0.3855	36	25	2	1	26	atp1,atp6,atp8,atp9,cob,cox1,cox2,cox3,nad1,nad2,nad3,nad4,nad4L,nad5,nad6,nad7,nad9,rpl14,rpl16,rpl5,rpl6,rps11,rps12,rps19,rps3,rps7
NC_042490.1	Chloropicon primus	1764295	Chlorophyta	Archaeplastida	Viridiplantae	37892	0.3727	35	25	2	1	25	atp1,atp6,atp8,atp9,cob,cox1,cox2,cox3,nad1,nad2,nad3,nad4,nad4L,nad5,nad6,nad7,nad9,rpl14,rpl16,rpl5,rps11,rps12,rps19,rps3,rps7
NC_042599.1	Chloropicon roscoffensis	1461544	Chlorophyta	Archaeplastida	Viridiplantae	38736	0.3811	34	25	2	1	25	atp1,atp6,atp8,atp9,cob,cox1,cox2,cox3,nad1,nad2,nad3,nad4,nad4L,nad5,nad6,nad7,nad9,rpl14,rpl16,rpl5,rps11,rps12,rps19,rps3,rps7
NC_042598.1	Chloropicon sieburthii	1764286	Chlorophyta	Archaeplastida	Viridiplantae	37591	0.3783	35	25	2	1	25	atp1,atp6,atp8,atp9,cob,cox1,cox2,cox3,nad1,nad2,nad3,nad4,nad4L,nad5,nad6,nad7,nad9,rpl14,rpl16,rpl5,rps11,rps12,rps19,rps3,rps7
NC_041430.1	Chlorosarcinopsis eremi	332213	Chlorophyta	Archaeplastida	Viridiplantae	24905	0.3843	7	3	9	1	7	cob,cox1,nad1,nad2,nad4,nad5,nad6
NC_015316.1	Coccomyxa subellipsoidea C-169	574566	Chlorophyta	Archaeplastida	Viridiplantae	65497	0.5315	31	26	3	1	23	atp1,atp6,atp8,atp9,cob,cox1,cox2,cox3,nad1,nad2,nad3,nad4,nad4L,nad5,nad6,nad7,nad9,rpl16,rpl5,rps12,rps19,rps3,rps7
NC_004118.1	Chaetosphaeridium globosum	96477	Streptophyta	Archaeplastida	Viridiplantae	56574	0.3441	46	28	3	1	28	atp1,atp6,atp8,atp9,cob,cox1,cox2,cox3,nad1,nad2,nad3,nad4,nad4L,nad5,nad6,nad7,nad9,rpl16,rpl2,rpl5,rpl6,rps11,rps12,rps19,rps3,rps7,sdh3,sdh4
NC_045180.1	Coleochaete scutata	3125	Streptophyta	Archaeplastida	Viridiplantae	242024	0.4289	80	30	5	1	27	atp1,atp6,atp8,atp9,cob,cox1,cox2,cox3,nad1,nad2,nad3,nad4,nad4L,nad5,nad6,nad7,nad9,rpl16,rpl2,rpl5,rps11,rps12,rps19,rps3,rps7,sdh3,sdh4
NC_010303.1	Cycas taitungensis	54799	Streptophyta	Archaeplastida	Viridiplantae	414903	0.4692	39	26	3	1	26	atp1,atp6,atp8,atp9,cob,cox1,cox2,cox3,nad1,nad2,nad3,nad4,nad4L,nad5,nad6,nad7,nad9,rpl16,rpl2,rpl5,rps11,rps12,rps19,rps3,rps7,sdh3
NC_012651.1	Nothoceros aenigmaticus	13813	Streptophyta	Archaeplastida	Viridiplantae	184908	0.4601	48	18	3	1	16	atp1,atp6,atp9,cob,cox1,cox2,cox3,nad1,nad2,nad3,nad4,nad4L,nad5,nad6,nad9,sdh4
NC_022860.1	Closterium baillyanum	1416941	Streptophyta	Archaeplastida	Viridiplantae	152089	0.3963	49	28	3	1	28	atp1,atp6,atp8,atp9,cob,cox1,cox2,cox3,nad1,nad2,nad3,nad4,nad4L,nad5,nad6,nad7,nad9,rpl16,rpl2,rpl5,rpl6,rps11,rps12,rps19,rps3,rps7,sdh3,sdh4
NC_046951.1	Gonatozygon brebissonii	184482	Streptophyta	Archaeplastida	Viridiplantae	131939	0.3823	45	26	3	1	28	atp1,atp6,atp8,atp9,cob,cox1,cox2,cox3,nad1,nad2,nad3,nad4,nad4L,nad5,nad6,nad7,nad9,rpl16,rpl2,rpl5,rpl6,rps11,rps12,rps19,rps3,rps7,sdh3,sdh4
NC_022861.1	Entransia fimbriata	130991	Streptophyta	Archaeplastida	Viridiplantae	61645	0.427	35	30	3	1	27	atp1,atp6,atp8,atp9,cob,cox1,cox2,cox3,nad1,nad2,nad3,nad4,nad4L,nad5,nad6,nad7,nad9,rpl14,rpl16,rpl5,rpl6,rps11,rps12,rps3,rps7,sdh3,sdh4
NC_043887.1	Fossombronia foveolata	56918	Streptophyta	Archaeplastida	Viridiplantae	175222	0.4517	42	27	3	1	27	atp1,atp6,atp8,atp9,cob,cox1,cox2,cox3,nad1,nad2,nad3,nad4,nad4L,nad5,nad6,nad9,rpl16,rpl2,rpl5,rpl6,rps11,rps12,rps19,rps3,rps7,sdh3,sdh4
